source,target,weight
buddahspk,adeandnite,1
chillsolo_,riogrand__,16
chillsolo_,___thewinner,9
chillsolo_,sauceteamkenny,7
chillsolo_,____bj,5
chillsolo_,leekthegreat,2
chillsolo_,1996tommy,1
cool_sinatra,foxdreamz,7
cool_sinatra,agentbigbutt,6
cool_sinatra,apaolini3,4
cool_sinatra,itzmztru2u,3
cool_sinatra,theyhateduffy,2
cool_sinatra,what_up_e,1
deelittlelady,sheekal0ve,6
deelittlelady,poetixjustice,5
deelittlelady,queen_b1994,4
deelittlelady,chlldhoodruiner,3
deelittlelady,lysa1022,2
deelittlelady,fatbellybella,1
doni_ell,thatblackmike,10
doni_ell,yourrholemodel,8
doni_ell,ron_xxi,7
doni_ell,_mylessteven,3
doni_ell,thefourteen14,2
doni_ell,ayeedottjaydott,1
fallonbankz,swearthatsshans,9
fallonbankz,remymartinz,7
fallonbankz,_slauts1,6
fallonbankz,jenna_ldn,4
fallonbankz,kidwithdogtags,3
fallonbankz,tjfrancis_,2
fallonbankz,amara_mccallaxx,1
frankieesober,lanadelcobain_,11
frankieesober,frankieesober,7
frankieesober,illyanaa,6
frankieesober,thehomiejoebro,5
frankieesober,carrlaayy,4
frankieesober,alexisorteasy,3
frankieesober,ohashlaay_,2
frankieesober,gladis01,1
invadert_,sincerelytumblr,8
invadert_,m_resendes,5
invadert_,yourfoe,4
invadert_,quotesofastoner,3
invadert_,typicalnatalia,2
invadert_,jordanjavier10,1
k_masterman,q__robinson,11
k_masterman,joelinares7,9
k_masterman,kaman_ripjjc,7
k_masterman,breebooze_,4
k_masterman,ericthompson01,3
k_masterman,ermahgerdderfy,2
k_masterman,lifecheating,1
kingjoyy,mawreeze,9
kingjoyy,drizzyxcole,5
kingjoyy,_xomec,4
kingjoyy,abbythahomie,3
kingjoyy,cboverdose,2
kingjoyy,mcdessikins,1
kujawski_,hypefestation,11
kujawski_,denyemdally,7
kujawski_,mylifeascourt,6
kujawski_,catisfrisky,5
kujawski_,quinndelhoyo,4
kujawski_,casperz_,3
kujawski_,n3chxbbz,2
kujawski_,noxioushero,1
landrevillelea,djmarcd,10
landrevillelea,souljaboy,7
landrevillelea,starforcehh,5
landrevillelea,sodmg,4
landrevillelea,keyshiacole,3
landrevillelea,jimmydasaint1,2
landrevillelea,ogmitchyslick,1
leemacaulayy,heissarcastic,13
leemacaulayy,aianhangover,7
leemacaulayy,hilariousbubble,5
leemacaulayy,hiddenfcts,3
leemacaulayy,yepillposts,2
leemacaulayy,budlightca,1
lelevalentine,philippraheem,6
lelevalentine,theslumflower_,5
lelevalentine,lala_louboutina,4
lelevalentine,milepierre,3
lelevalentine,chantellecocoo,2
lelevalentine,lovelamie,1
majorleaguedee,feministajones,12
majorleaguedee,__j_r,6
majorleaguedee,king_eog1984,5
majorleaguedee,livingsocial,4
majorleaguedee,tripl3a,3
majorleaguedee,charles270,2
majorleaguedee,kingtrey02,1
manimack_,shiainn,31
manimack_,valleylove_,30
manimack_,boutt_gunplayy,8
manimack_,millvh,6
manimack_,apexmillz_,5
manimack_,istuntpolo,4
manimack_,_m0n3ybagz,3
manimack_,liltwignaziex,2
manimack_,naolingmoraless,1
margiefaye,kaelyn_renee_,12
margiefaye,itzdeezieworld,10
margiefaye,thekid_yunglove,4
margiefaye,cartoonday,3
margiefaye,ohso_ashleeyy,2
margiefaye,pullinscuhh,1
nalamonroe__x,groovynegro,18
nalamonroe__x,heauxjabi,10
nalamonroe__x,the_elbx,8
nalamonroe__x,anthonysterlin,4
nalamonroe__x,j2ocean,3
nalamonroe__x,ponz_o,2
nalamonroe__x,nnennasays_,1
prettirownbrown,idontcaresophia,36
prettirownbrown,fardini26,28
prettirownbrown,sgabrielll,23
prettirownbrown,fardyracine39,14
prettirownbrown,simeon_mo,5
prettirownbrown,blu1x,3
prettirownbrown,bgcaysia,1
pursuitofarete,lafemmeestbelle,8
pursuitofarete,corporate_rich,5
pursuitofarete,sowavydavy,4
pursuitofarete,bagoodmusic,3
pursuitofarete,zitaalitaa,2
pursuitofarete,prnews,1
showysantoro,miss_angel_baby,9
showysantoro,flintregal,7
showysantoro,theonlyreed,6
showysantoro,jeb1se,5
showysantoro,al_patron,4
showysantoro,realestnbreathn,3
showysantoro,__becksss,2
showysantoro,drepharaoh,1
smeykelh,woridstarhlphop,11
smeykelh,stephh_turner,5
smeykelh,thespanishvines,4
smeykelh,abel_tinsiew,3
smeykelh,thaworldcup,2
smeykelh,thesoccerlifee,1
spcherryj,djmarcd,11
spcherryj,starforcehh,6
spcherryj,djkingassassin,4
spcherryj,generalsteele,3
spcherryj,mznay414,2
spcherryj,gucci1017,1
starskyfolks,xredbonestoner,21
starskyfolks,triss_jay,17
starskyfolks,fvckseth,16
starskyfolks,chableaw,8
starskyfolks,nvmythrone_,7
starskyfolks,tschlegs,6
starskyfolks,libraterms,4
starskyfolks,funnypicsdepot,3
starskyfolks,xobible,2
starskyfolks,xstrology,1
sweetlullabys,harvsaidfuckyou,9
sweetlullabys,daepayton30,8
sweetlullabys,mrsbutler__,5
sweetlullabys,_heychocolate,3
sweetlullabys,mskeiparker,2
sweetlullabys,slick__will,1
thegr8haywhy,manutd,12
thegr8haywhy,lukeshaw3,7
thegr8haywhy,brobread,5
thegr8haywhy,richard7hill,3
thegr8haywhy,diarmuidii_mufc,2
thegr8haywhy,the_blue_gem,1
_lovelexxii_,_therealadri,16
_lovelexxii_,loveteehodge,9
_lovelexxii_,couuurttttney,8
_lovelexxii_,alysssaaa_jadee,7
_lovelexxii_,alyssa_finnerty,4
_lovelexxii_,_excape_,3
_lovelexxii_,lenee_alizae,2
_lovelexxii_,trixarefornigs,1
bmuny101,innercirclepc,75
bmuny101,corellianrogue,42
bmuny101,xboxp3,36
bmuny101,marcb567,29
bmuny101,xone_br33,21
bmuny101,msfty,7
bmuny101,domo_tek_robo,6
bmuny101,therazorrex,5
bmuny101,kingbson,3
bmuny101,k_alex1,2
bmuny101,camjo_z,1
boysbedro_oling,marlinasimone,21
boysbedro_oling,poppn_ash22,9
boysbedro_oling,callme_britany,6
boysbedro_oling,speedy__5,5
boysbedro_oling,don_drippy,4
boysbedro_oling,sherroooll,3
boysbedro_oling,jiggab_,2
boysbedro_oling,jayy_babyy07,1
buckingfitches,harrisonpettway,7
buckingfitches,pornandmarcus,6
buckingfitches,niggazaddy,4
buckingfitches,creativeeradx,3
buckingfitches,shamargothoes,2
buckingfitches,imblackthough,1
designawen,mikesonko,8
designawen,hersimohammed,6
designawen,jidejaydee,5
designawen,kevinprovoke,4
designawen,shirowaruinge_,3
designawen,mikeodhis2000,2
designawen,wambuiwaithaka,1
djgerohot100,hot100_ug,44
djgerohot100,edithrael,11
djgerohot100,monicabazarwe,9
djgerohot100,byg_kahuna,8
djgerohot100,ibuwiz,6
djgerohot100,amate_a,5
djgerohot100,mungmato,4
djgerohot100,tuckerhdmusic,3
djgerohot100,talentafrica,2
djgerohot100,baboon360,1
esp83,missjannyy,17
esp83,_jaee,15
esp83,dj_blonde,12
esp83,xxxcerv,11
esp83,lamexicana323,8
esp83,deni_80,6
esp83,xdeeee_,4
esp83,mrzipemup,3
esp83,topbattleraps,2
esp83,tito8ala,1
faaithjoy,jaydimmer_,7
faaithjoy,rosiewootten,6
faaithjoy,thatchinesekidd,4
faaithjoy,cgundu22,3
faaithjoy,jakeway8,2
faaithjoy,theworldstories,1
fourfour70,bbwhoneyrox,8
fourfour70,emma_frost_cam,7
fourfour70,sam38g,4
fourfour70,bustybroganxxx,3
fourfour70,ruby_oxxxo,2
fourfour70,melodycharm1,1
jazmynaisha,soobrooklynn,9
jazmynaisha,courtneebianca,6
jazmynaisha,ps_love_zoey,5
jazmynaisha,_mrsceo_,4
jazmynaisha,maynesqueeze___,3
jazmynaisha,thats_erica,2
jazmynaisha,thatgirldj_,1
jocelynsantos_,grantlandis,24
jocelynsantos_,jacobwhitesides,11
jocelynsantos_,jackdail,9
jocelynsantos_,themattespinosa,8
jocelynsantos_,taylorcaniff,3
jocelynsantos_,mendescaylen,2
jocelynsantos_,idkcash,1
judi_pink,funnypicsdepot,13
judi_pink,voicedubz,12
judi_pink,bigboobprobs,8
judi_pink,greatbibleverse,7
judi_pink,smokeycomedyy,6
judi_pink,_bigbootyprobs_,5
judi_pink,big_booty_prob,4
judi_pink,heartlle,3
judi_pink,worldofsymone,2
judi_pink,raeleeneshawty,1
kobeaaast24,mrzipemup,24
kobeaaast24,bluesourranger,7
kobeaaast24,torriannn,6
kobeaaast24,gemelmcleod20,5
kobeaaast24,halfadime_,4
kobeaaast24,bumpyjohnson81,3
kobeaaast24,ridiculous_hair,2
kobeaaast24,jrswazy,1
ladylani_,chasitywho,8
ladylani_,fvckmatt_,6
ladylani_,taybreezy_,4
ladylani_,shamonddd,3
ladylani_,onsomegaleshit,2
ladylani_,jehcub,1
lets_trill210,spmquotes,23
lets_trill210,spursfanclubnyc,15
lets_trill210,d00mblade,6
lets_trill210,texsr_talkspurs,5
lets_trill210,jjccggarcia7,3
lets_trill210,free_coy,2
lets_trill210,carleycoy,1
linnykravtiz,g_fish_,8
linnykravtiz,devontibirch,6
linnykravtiz,brigiteee,5
linnykravtiz,princessmeww,4
linnykravtiz,__j_r,3
linnykravtiz,filinigga,2
linnykravtiz,harmssy,1
malik_halls,love_ashleyx3,16
malik_halls,_kiraauthentic,8
malik_halls,_adoreamanii,7
malik_halls,grrr_rrawrr,5
malik_halls,_vxxxxcvii,4
malik_halls,davidtoolive,2
malik_halls,innocentanreal,1
maurymoncada17,moniquessxo,12
maurymoncada17,valllle530,7
maurymoncada17,ricardo_530,6
maurymoncada17,vuhsace,3
maurymoncada17,ale_shines,2
maurymoncada17,llaaaiissshhaaa,1
morvybztv,youtube,33
morvybztv,morvybztv,7
morvybztv,vanoumvtv,5
morvybztv,djphil_mvtv,4
morvybztv,dj_e_side,3
morvybztv,reggaemusix,2
morvybztv,rootsreggaeradi,1
ms_sadaclay,corleonedaboss,10
ms_sadaclay,youngbeezy2012,8
ms_sadaclay,hoodpoetry,5
ms_sadaclay,tjkemp92,4
ms_sadaclay,ambeezymayne,3
ms_sadaclay,thugnastyrobbie,2
ms_sadaclay,pesolette_,1
mzhollywoodvill,ditsdone23,28
mzhollywoodvill,mukmuk069,20
mzhollywoodvill,diagonaldoug,17
mzhollywoodvill,haleyadair2,12
mzhollywoodvill,retweetsjp,11
mzhollywoodvill,m_fonett,10
mzhollywoodvill,veravonmonika,9
mzhollywoodvill,twitwhizz,8
mzhollywoodvill,srone82,7
mzhollywoodvill,bella__angel,6
mzhollywoodvill,_nero__angelo_,5
mzhollywoodvill,pleasetime1,4
mzhollywoodvill,forwomenoutlet,3
mzhollywoodvill,henlee40,2
mzhollywoodvill,yvettegmai,1
pretty_jaeee,_jamir215,8
pretty_jaeee,mitchyporter__,7
pretty_jaeee,marquitaaaa,5
pretty_jaeee,karonh_,4
pretty_jaeee,18bub__,3
pretty_jaeee,_cheers2nique,2
pretty_jaeee,itsjayemf,1
quintinh16,jay_jefferson3,7
quintinh16,kerrikais,6
quintinh16,_wan22,4
quintinh16,team_kb24,3
quintinh16,tiajanashae,2
quintinh16,im_jus_brandon,1
sheprettyashell,snowwwbunnyyyyy,6
sheprettyashell,jamalllind,5
sheprettyashell,qualin_guwap,4
sheprettyashell,p_gwap,3
sheprettyashell,islumpthots_,2
sheprettyashell,staytrillo_o,1
shoe_feign,thetumblrposts,20
shoe_feign,smoov_maye,6
shoe_feign,wowsopunny,5
shoe_feign,hisfairladybug,3
shoe_feign,omgeeitslele,2
shoe_feign,jahgoldenqueen,1
sneaker_barb,waveyfbabyyy,11
sneaker_barb,i_am_the_o,8
sneaker_barb,dtaye_lowe,5
sneaker_barb,tasamacraig,3
sneaker_barb,_dresmoove,2
sneaker_barb,cancerscopa,1
sto0d_,fuckuhname_,12
sto0d_,enimsahj__x,10
sto0d_,justnatashae,6
sto0d_,jaybeetrendz,5
sto0d_,stfu_nobodycare,4
sto0d_,aprilshanae,3
sto0d_,damnriijugotit,2
sto0d_,imakeepit100duh,1
thepuristradio,betawards,9
thepuristradio,bet,8
thepuristradio,thatsjustdarlin,7
thepuristradio,bigdaddykane,6
thepuristradio,betexperience,3
thepuristradio,harmonykeeney,2
thepuristradio,arealliferebel,1
asap_anna,ivvyoo,7
asap_anna,rubeee_16,5
asap_anna,mattyneedafatty,4
asap_anna,callmi_eb4,3
asap_anna,sexualgif,2
asap_anna,jvlxndotson,1
awesome_arab,jmebbk,7
awesome_arab,terrycrews,6
awesome_arab,hamzaalikhan123,5
awesome_arab,dicedlifestyle,4
awesome_arab,majdalwaa,3
awesome_arab,omid9,2
awesome_arab,_broteinsheikh,1
billybaymaac,forbezdvd,11
billybaymaac,mathhoffa,9
billybaymaac,doggiediamonds,5
billybaymaac,nomercyharlem,4
billybaymaac,traphouseny,3
billybaymaac,organikhiphop,2
billybaymaac,troyave,1
callmebrittx3,lesleythinks,6
callmebrittx3,dizzyd1z,5
callmebrittx3,__compkilla,4
callmebrittx3,cocababy_,3
callmebrittx3,_liliancastro,2
callmebrittx3,ochocinco,1
caseylame,annaunchained,13
caseylame,shelbehraerae,10
caseylame,valleyofbeasts,7
caseylame,stifferific,5
caseylame,novellination,4
caseylame,maddieprobably,3
caseylame,twerkeatrepeat,2
caseylame,mydmac,1
chasefleming22,hannaaah_black,19
chasefleming22,_fvcksam,16
chasefleming22,marioistheking,13
chasefleming22,correiation,10
chasefleming22,kindreddennis,9
chasefleming22,j_chavezzz,7
chasefleming22,jamar_hall,6
chasefleming22,kittyykatxoxo,4
chasefleming22,nataliethomason,3
chasefleming22,lexi_marie_lara,2
chasefleming22,_happy_gilmore,1
cuffyofee,_specialkae,8
cuffyofee,oh_msross,7
cuffyofee,1p_a_t,6
cuffyofee,1hotcommod1ty,5
cuffyofee,mynameis_slimmy,4
cuffyofee,_manyousleep,3
cuffyofee,_kickroxxx,2
cuffyofee,afroslim_,1
deejayjewels,prinsebhm,49
deejayjewels,bhmslicknardo,14
deejayjewels,spinrilla,6
deejayjewels,prinsedaflyguy,4
deejayjewels,iammissdiddy,3
deejayjewels,nellieboo89,2
deejayjewels,biglsupadj,1
fridayluvfest,djkhaled,22
fridayluvfest,wethebestmusic,11
fridayluvfest,shellieblum,6
fridayluvfest,miz_scorpio2014,5
fridayluvfest,birdman5star,3
fridayluvfest,yuungyaee,2
fridayluvfest,thegetoboys,1
garcia51fabian,thelaunchmag,9
garcia51fabian,princebot,8
garcia51fabian,pperfectangel,6
garcia51fabian,sjsharkie,5
garcia51fabian,shaft6816,4
garcia51fabian,unclerush,3
garcia51fabian,rondarousey,2
garcia51fabian,revrunwisdom,1
iam_miamie,leke_alder,61
iam_miamie,iam_miamie,8
iam_miamie,olatostar,6
iam_miamie,billyggreg,4
iam_miamie,sexy_juicy,3
iam_miamie,peero007,2
iam_miamie,nnena_omali,1
iambigb07,dodgersnation,9
iambigb07,dodgers_g,8
iambigb07,dodgers,7
iambigb07,yasielpuig,3
iambigb07,amberrayleen,2
iambigb07,dieguito21_,1
ifonlyucouldcme,infamousace_410,15
ifonlyucouldcme,buttaharold,11
ifonlyucouldcme,rickydavista,9
ifonlyucouldcme,thelaunchmag,7
ifonlyucouldcme,color_me_real,6
ifonlyucouldcme,virgonation,5
ifonlyucouldcme,theonlyreed,4
ifonlyucouldcme,itsbizkit,3
ifonlyucouldcme,faithevans,2
ifonlyucouldcme,mastercard,1
imamixedbreed,islamicfreedom,10
imamixedbreed,4everdoxirescue,9
imamixedbreed,barbi_twins,6
imamixedbreed,hussainanwarr,5
imamixedbreed,maughams,4
imamixedbreed,shmooreport,3
imamixedbreed,hadithoftheday,2
imamixedbreed,speakerboehner,1
jamaicanbreeeze,1rudeassninja,13
jamaicanbreeeze,problackpat,11
jamaicanbreeeze,fuckyotimeline,4
jamaicanbreeeze,yung_n_gettinit,3
jamaicanbreeeze,_deeeeeeeeeee,2
jamaicanbreeeze,kanyebreast,1
karencee88,rynlastkings,9
karencee88,redheaddblondee,7
karencee88,an0nymous_____,6
karencee88,colin_moises,4
karencee88,eren_leal,3
karencee88,djchuckie,2
karencee88,nickyromero,1
kaybreezyraw,villuminvti,25
kaybreezyraw,ohxlalaaa,21
kaybreezyraw,breezysheaux,17
kaybreezyraw,addictedtocmb_,13
kaybreezyraw,desire_nae,11
kaybreezyraw,7ove__,10
kaybreezyraw,mawreeze,6
kaybreezyraw,chrisbrown,5
kaybreezyraw,king_shayy,4
kaybreezyraw,divamonroe2uhoe,3
kaybreezyraw,fabulouslyyymoi,2
kaybreezyraw,cboverdose,1
keenanstukes23,vh1pnut,11
keenanstukes23,drogotti94,9
keenanstukes23,dwyanewade,4
keenanstukes23,thenbacentral,3
keenanstukes23,sportscenter,2
keenanstukes23,trillmatic69_,1
kitty91i,djkingassassin,14
kitty91i,djmarcd,8
kitty91i,souljaboy,6
kitty91i,keyshiacole,3
kitty91i,starforcehh,2
kitty91i,1kblx,1
lamerameraa,bluffincheech,6
lamerameraa,theerickponce,5
lamerameraa,jimster_310,4
lamerameraa,thechummybucket,3
lamerameraa,thegooglefactz,2
lamerameraa,hilariousted,1
maniosoz,benjaminenfield,10
maniosoz,djmarcd,8
maniosoz,djkingassassin,7
maniosoz,souljaboy,6
maniosoz,mjthegreatsd,4
maniosoz,keyshiacole,3
maniosoz,sab_mc,2
maniosoz,gucci1017,1
marz0222,exofanbase,39
marz0222,exo_fanbase,12
marz0222,jyheffect,8
marz0222,cnbyonghwa,3
marz0222,absolutejyh,2
marz0222,gtj_jyh,1
mr_dassah,catchysmile,14
mr_dassah,insomnia78,6
mr_dassah,thomastunna,4
mr_dassah,rafurl,3
mr_dassah,elko_b,2
mr_dassah,kofi_233,1
pearlsstuds,carelessvicky,7
pearlsstuds,almightyhaj,6
pearlsstuds,_artavius,5
pearlsstuds,sex_goodweed,4
pearlsstuds,augustalsina,3
pearlsstuds,lil_ethiopia,2
pearlsstuds,sirrahana,1
salessismore,a1_kev,15
salessismore,beautifulass_ab,6
salessismore,thelovefork,4
salessismore,cupcake_lashay,3
salessismore,yourest_igrind_,2
salessismore,project_brax,1
stonefree63,stephiegraph,29
stonefree63,fardfollower,23
stonefree63,luenell,16
stonefree63,sinbadbad,14
stonefree63,queenaishah,12
stonefree63,missrobinv,10
stonefree63,katrinagilder,8
stonefree63,faizonlove,7
stonefree63,dishnation,5
stonefree63,headkrack,4
stonefree63,inspiringthinkn,3
stonefree63,diggsandco,2
stonefree63,urbansoulphotog,1
superboyjohnson,betawards,120
superboyjohnson,bet,61
superboyjohnson,tinashe,17
superboyjohnson,106andpark,16
superboyjohnson,adrienne_bailon,13
superboyjohnson,sprite,12
superboyjohnson,bossip,10
superboyjohnson,chrisrock,7
superboyjohnson,nokiatheatre,6
superboyjohnson,pharrell,5
superboyjohnson,chrisbrown,4
superboyjohnson,augustalsina,3
superboyjohnson,floydmayweather,2
superboyjohnson,clazykhalil,1
taquitothetito,heyykatie3,6
taquitothetito,victorguillen48,5
taquitothetito,kicksyahh,4
taquitothetito,shellystrick4l,3
taquitothetito,polskakid,2
taquitothetito,domsaidhey,1
_marialarios,luvkatelyn,12
_marialarios,sebastian_g98,5
_marialarios,maritsa_aguirre,4
_marialarios,jordi_ramiirez,3
_marialarios,pizzzzaqueen_,2
_marialarios,fiirtationship,1
b_loskywalker,easy3_,11
b_loskywalker,kieerabasey,7
b_loskywalker,quanny_quan,6
b_loskywalker,_karizmaticxiv,5
b_loskywalker,topflightt_ty,4
b_loskywalker,_theycallmepuff,3
b_loskywalker,jaybilas,2
b_loskywalker,thesolo1_jb,1
byrate,jackthaladd,11
byrate,ramadhern,6
byrate,gmoneyizme,5
byrate,mssyassin,3
byrate,malkia__,2
byrate,missnisssy,1
charlie_ivebeen,rocko4real,33
charlie_ivebeen,iamtwerk,7
charlie_ivebeen,bthepilot_,6
charlie_ivebeen,etcali,5
charlie_ivebeen,lost__rabbit,4
charlie_ivebeen,miltdrippinink,3
charlie_ivebeen,cheyriiontop,2
charlie_ivebeen,nayboo2,1
darcy1409,5sos,12
darcy1409,ashton5sos,10
darcy1409,luke5sos,8
darcy1409,michael5sos,6
darcy1409,calum5sos,4
darcy1409,johnfeldy,2
darcy1409,edsheeran,1
devlinhuxtable,ownambassadors,16
devlinhuxtable,owntv,9
devlinhuxtable,latoyajackson,7
devlinhuxtable,keithjonesjr,3
devlinhuxtable,supersoulsunday,2
devlinhuxtable,churchoflatoya,1
djwoske,solaadio,15
djwoske,queencleo_92,11
djwoske,unjamal,8
djwoske,mynameisuche,5
djwoske,avariberry,4
djwoske,emmaohmagod,3
djwoske,teaponpi,2
djwoske,officerbangtidy,1
ethehustla,ainteeentrippin,8
ethehustla,lyshiauntae,6
ethehustla,adorechristyy,4
ethehustla,eric_haywood,3
ethehustla,p_vixxen,2
ethehustla,dope_dyke,1
gr8pipeguapo,prettytaaay,27
gr8pipeguapo,odat_,18
gr8pipeguapo,natasha205,14
gr8pipeguapo,frenchiiewendia,13
gr8pipeguapo,jeythevillain,11
gr8pipeguapo,loveprissy_,10
gr8pipeguapo,dainty_tess,9
gr8pipeguapo,noti_saidthecat,6
gr8pipeguapo,iamfcknlexx,5
gr8pipeguapo,jay_kenminaj,4
gr8pipeguapo,ms_dajahbelle,3
gr8pipeguapo,beautyhavoc,2
gr8pipeguapo,conleyfanclub,1
iamtyrearenee,ozlifeadvice,8
iamtyrearenee,fukemgang,7
iamtyrearenee,heterodoxhippie,6
iamtyrearenee,uberfacts,5
iamtyrearenee,davidroads,4
iamtyrearenee,dmvfollowers,3
iamtyrearenee,thesinglewoman,2
iamtyrearenee,kcarmouche,1
islaphaters4fun,tampamystic,12
islaphaters4fun,biggarankin00,11
islaphaters4fun,djwinn727,9
islaphaters4fun,indytapes,6
islaphaters4fun,virdiko,4
islaphaters4fun,djheadbussa,3
islaphaters4fun,frontstree,2
islaphaters4fun,therealdjcortez,1
jamaicaeh,krucial_medz,7
jamaicaeh,slimmazz20,5
jamaicaeh,livelife_94,4
jamaicaeh,taxstone,3
jamaicaeh,ashcash_x11,2
jamaicaeh,_xorix,1
jussoulsingin,seeligsly,54
jussoulsingin,joanpalmar,15
jussoulsingin,sammi_gemini,14
jussoulsingin,kplus_ce,13
jussoulsingin,heikopietsch,12
jussoulsingin,lstylescience,11
jussoulsingin,kevinmurphy36,10
jussoulsingin,njohnson7252,9
jussoulsingin,fridayluvfest,8
jussoulsingin,brondman2yh,7
jussoulsingin,marleecrow,6
jussoulsingin,jvstiff,5
jussoulsingin,eboneyjay,4
jussoulsingin,chavez_ravine,3
jussoulsingin,klout1_ae,2
jussoulsingin,hindu__devotee,1
kendraaa6,reginae_carter1,8
kendraaa6,tiyahlovebahja,6
kendraaa6,kialovebahja,5
kendraaa6,babydoll_omg,3
kendraaa6,tinymajormama,2
kendraaa6,_beautifulsun,1
kingzeus_,thatdamnjessie,6
kingzeus_,dmvfollowers,5
kingzeus_,cuntroyversy,4
kingzeus_,defineroyallty,3
kingzeus_,luciouski,2
kingzeus_,iamkiyonce,1
levi_southern,friendlyassh0le,14
levi_southern,problembltch,8
levi_southern,marilynmonroeid,4
levi_southern,irealmacmiller,3
levi_southern,kenndricklamar,2
levi_southern,cirocbwoy_,1
lieblannabel,starforcehh,11
lieblannabel,djkingassassin,6
lieblannabel,djmarcd,5
lieblannabel,mjthegreatsd,4
lieblannabel,sodmg,3
lieblannabel,jimmydasaint1,2
lieblannabel,starandbucwild,1
lilginoylt,k_miriah,10
lilginoylt,ayeyomarissa,6
lilginoylt,0nina___,4
lilginoylt,younghitt476,3
lilginoylt,muthaafckaa,2
lilginoylt,allabout_makeda,1
loveremedii,longliveremy,9
loveremedii,thekidsupreme,6
loveremedii,juneybe85,5
loveremedii,audreysmd,4
loveremedii,shak_papi,2
loveremedii,ifebabyyy,1
mami_fuego,mndza15,8
mami_fuego,nikkitabruce,6
mami_fuego,aceboogie_tm,5
mami_fuego,thatdudeosman_,4
mami_fuego,exnxv,3
mami_fuego,_charliebru,2
mami_fuego,_sam_goes_ham_,1
math__you,buda423,10
math__you,zay_murray,6
math__you,_midoriitiara,4
math__you,___youngpapii,3
math__you,__inb__,2
math__you,kermitsnitched,1
poochda63,slangnwhips,46
poochda63,peachminaj,23
poochda63,oneseans,16
poochda63,tellemskinny,10
poochda63,waynel_jr,9
poochda63,freeladdin,8
poochda63,mzzzbossbytch,7
poochda63,seantheterrible,6
poochda63,theonlyreed,5
poochda63,cdthasad,4
poochda63,hurricane_shane,3
poochda63,xisthatnigga,2
poochda63,britbratalexis,1
shuuichp,djkingassassin,18
shuuichp,benjaminenfield,9
shuuichp,starforcehh,7
shuuichp,souljaboy,6
shuuichp,iamphilthy,4
shuuichp,generalsteele,3
shuuichp,comptonbig2da,2
shuuichp,sab_mc,1
sixo_ashton,p,62
sixo_ashton,stuntmurphy_,8
sixo_ashton,thirunaategum,7
sixo_ashton,percy_petch,4
sixo_ashton,mistermos,3
sixo_ashton,wildwildwonga,2
sixo_ashton,ayeimcharles,1
suchafckn_lady,_ralecia,9
suchafckn_lady,ice_billion,7
suchafckn_lady,_supercoolintho,5
suchafckn_lady,lovelysdw,4
suchafckn_lady,dat_guy_dj_,3
suchafckn_lady,urfavoritepound,2
suchafckn_lady,mollyguhh_,1
teamblue_xo,tashe___,9
teamblue_xo,_fuckyosadface_,6
teamblue_xo,thereal_trizzy,4
teamblue_xo,caz1189,3
teamblue_xo,innymininat,2
teamblue_xo,djtakeover315,1
thatchitownkid,irooez,14
thatchitownkid,xojebrael,9
thatchitownkid,daisyrueda134,6
thatchitownkid,sophiebarbiee,5
thatchitownkid,emilyyxv,4
thatchitownkid,karenphernelia,3
thatchitownkid,asilsatner,2
thatchitownkid,gymconfessions,1
_kingkessiah,znowmane,6
_kingkessiah,dyanotherday,5
_kingkessiah,doug_thegreat,4
_kingkessiah,jesusinblack,3
_kingkessiah,squid2x,2
_kingkessiah,jaybae_,1
_lexxabby,cyclesofapsycho,37
_lexxabby,hollatyodaddie,8
_lexxabby,__bonquita69,5
_lexxabby,g_eazy,3
_lexxabby,rudyyyyrud,2
_lexxabby,c_yarbrough6,1
arogers_17,tevgeez,6
arogers_17,kingzell215,5
arogers_17,ki_logram,4
arogers_17,killadelbree_,3
arogers_17,manmugga215,2
arogers_17,jordancsmith_,1
asiafire,hornitos,6
asiafire,playboyplus,5
asiafire,rpomplun,4
asiafire,playboyhttps,3
asiafire,___anime____,2
asiafire,templekuk,1
attractive_mami,_smileytrelly,7
attractive_mami,psychoticbliss_,5
attractive_mami,_chaunceyjames,4
attractive_mami,imlatrell,3
attractive_mami,901nick,2
